********************************************************************************
LOGGING TIME: 20200927_150409
CLIENT IP: 192.168.1.102
USERNAME: nishanth
OS: Windows 10
ARCHITECTURE: x86
VERSION: 10.0
RESOLUTION: 1920.0 1080.0
********************************************************************************
MR, 1, 1602022801512
MM, 668, 471, 0
MM, 668, 471, 15
MM, 669, 472, 5
MM, 670, 472, 10
MM, 671, 472, 5
MM, 671, 472, 5
MM, 673, 472, 10
MM, 674, 472, 5
MM, 674, 472, 10
MM, 675, 472, 5
MM, 676, 472, 10
MM, 676, 472, 5
MM, 677, 472, 7
MM, 678, 472, 8
MM, 679, 472, 0
MM, 679, 472, 10
MM, 680, 473, 10
MM, 681, 473, 5
MM, 681, 473, 5
MM, 682, 473, 10
MM, 683, 473, 10
MM, 684, 473, 0
MM, 684, 473, 20
MM, 685, 473, 0
MM, 686, 473, 10
MM, 686, 473, 20
MM, 687, 473, 5
MM, 687, 474, 5
MM, 688, 474, 10
MM, 688, 474, 0
MM, 689, 474, 10
MM, 690, 474, 15
MM, 691, 474, 5
MM, 691, 474, 10
MM, 692, 474, 0
MM, 693, 474, 15
MM, 693, 474, 5
MM, 694, 474, 13
MM, 695, 474, 7
MM, 696, 474, 10
MM, 696, 474, 15
MM, 697, 474, 15
MM, 698, 474, 10
MM, 698, 474, 10
MM, 699, 474, 0
MM, 700, 474, 20
MM, 701, 474, 0
MM, 701, 475, 13
MM, 703, 475, 7
MM, 704, 476, 10
MM, 705, 477, 0
MM, 709, 478, 10
MM, 712, 478, 10
MM, 714, 478, 5
MM, 717, 479, 5
MM, 719, 479, 10
MM, 721, 480, 10
MM, 723, 481, 0
MM, 725, 481, 10
MM, 725, 482, 10
MM, 727, 482, 0
MM, 729, 482, 13
MM, 730, 483, 7
MM, 731, 483, 5
MM, 732, 483, 15
MM, 732, 483, 10
MM, 733, 483, 5
MM, 734, 483, 5
MM, 735, 483, 10
MM, 735, 483, 0
MM, 736, 483, 20
MM, 737, 483, 10
MM, 737, 483, 14
MM, 738, 483, 11
MM, 739, 483, 15
MM, 739, 483, 10
MM, 740, 483, 25
MM, 741, 483, 5
MM, 742, 483, 10
MM, 742, 483, 5
MM, 743, 483, 5
MM, 744, 483, 14
MM, 744, 483, 6
MM, 745, 483, 10
MM, 746, 483, 10
MM, 747, 483, 0
MM, 747, 483, 20
MM, 748, 483, 5
MM, 749, 483, 10
MM, 749, 483, 5
MM, 750, 483, 10
MM, 751, 483, 0
MM, 752, 483, 24
MM, 752, 483, 16
MM, 753, 483, 20
MM, 754, 483, 15
MM, 754, 483, 85
MM, 755, 483, 20
MM, 756, 483, 20
MM, 757, 483, 10
MM, 757, 483, 20
MM, 758, 483, 15
MM, 759, 483, 5
MM, 759, 483, 10
MM, 760, 483, 10
MM, 761, 483, 10
MM, 762, 483, 15
MM, 762, 483, 5
MM, 763, 483, 22
MM, 764, 483, 13
MM, 764, 483, 15
MM, 764, 483, 5
MM, 765, 483, 16
MM, 766, 483, 9
MM, 766, 482, 10
MM, 767, 482, 10
MM, 767, 482, 10
MM, 768, 482, 10
MM, 769, 482, 10
MM, 769, 482, 10
MM, 770, 482, 15
MM, 771, 482, 15
MM, 771, 482, 20
MM, 772, 482, 15
MM, 775, 481, 535
MM, 777, 481, 10
MM, 781, 481, 10
MM, 784, 480, 10
MM, 787, 479, 0
MM, 789, 478, 10
MM, 792, 477, 10
MM, 796, 476, 0
MM, 800, 475, 15
MM, 804, 475, 5
MM, 807, 474, 10
MM, 811, 473, 5
MM, 814, 473, 5
MM, 818, 472, 12
MM, 820, 472, 0
MM, 823, 471, 8
MM, 826, 471, 10
MM, 827, 471, 0
MM, 830, 471, 10
MM, 832, 471, 10
MM, 834, 471, 10
MM, 836, 471, 0
MM, 839, 471, 10
MM, 840, 471, 10
MM, 843, 471, 0
MM, 845, 471, 15
MM, 847, 471, 5
MM, 850, 471, 10
MM, 851, 471, 5
MM, 854, 471, 5
MM, 856, 470, 10
MM, 857, 470, 0
MM, 858, 470, 10
MM, 860, 470, 10
MM, 861, 470, 0
MM, 863, 470, 10
MM, 864, 470, 10
MM, 865, 470, 10
MM, 867, 470, 0
MM, 868, 470, 10
MM, 870, 470, 10
MM, 871, 470, 0
MM, 873, 470, 10
MM, 875, 470, 10
MM, 876, 470, 10
MM, 879, 470, 0
MM, 881, 470, 10
MM, 881, 470, 10
MM, 883, 470, 0
MM, 883, 470, 10
MM, 884, 470, 10
MM, 885, 470, 0
MM, 886, 470, 10
MM, 887, 470, 10
MM, 888, 470, 10
MM, 889, 470, 0
MM, 890, 470, 10
MM, 891, 470, 10
MM, 891, 470, 0
MM, 893, 470, 10
MM, 894, 470, 10
MM, 894, 470, 0
MM, 895, 470, 10
MM, 896, 470, 10
MM, 897, 470, 10
MM, 897, 470, 10
MM, 898, 470, 10
MM, 899, 470, 6
MM, 899, 470, 4
MM, 900, 470, 10
MM, 901, 470, 10
MM, 902, 471, 0
MM, 902, 471, 10
MM, 902, 471, 10
MM, 903, 471, 0
MM, 904, 471, 10
MM, 904, 472, 10
MM, 905, 472, 0
MM, 907, 473, 10
MM, 907, 473, 10
MM, 908, 473, 10
MM, 909, 474, 6
MM, 910, 474, 4
MM, 911, 474, 10
MM, 912, 474, 0
MM, 912, 475, 10
MM, 913, 475, 10
MM, 914, 475, 10
MM, 915, 475, 0
MM, 915, 476, 10
MM, 915, 476, 10
MM, 916, 476, 0
MM, 917, 476, 10
MM, 917, 476, 10
MM, 918, 477, 0
MM, 919, 477, 20
MM, 920, 477, 10
MM, 920, 477, 0
MM, 921, 478, 10
MM, 922, 478, 10
MM, 922, 478, 0
MM, 923, 478, 20
MM, 924, 478, 0
MM, 925, 479, 10
MM, 926, 479, 10
MM, 927, 479, 10
MM, 927, 479, 0
MM, 928, 479, 10
MM, 929, 479, 10
MM, 930, 479, 0
MM, 932, 479, 10
MM, 933, 479, 10
MM, 934, 479, 5
MM, 936, 479, 5
MM, 937, 479, 10
MM, 938, 479, 10
MM, 940, 479, 0
MM, 941, 479, 10
MM, 942, 479, 10
MM, 943, 479, 0
MM, 945, 479, 10
MM, 947, 479, 10
MM, 948, 479, 10
MM, 950, 479, 5
MM, 951, 479, 5
MM, 955, 479, 10
MM, 958, 479, 0
MM, 959, 479, 10
MM, 962, 479, 10
MM, 964, 479, 5
MM, 965, 479, 10
MM, 966, 479, 5
MM, 967, 479, 10
MM, 968, 479, 0
MM, 969, 479, 10
MM, 970, 479, 10
MM, 970, 479, 6
MM, 971, 479, 4
MM, 972, 479, 13
MM, 973, 479, 7
MM, 973, 479, 0
MM, 974, 479, 10
MM, 975, 479, 10
MM, 975, 479, 10
MM, 976, 479, 10
MM, 977, 479, 0
MM, 977, 479, 15
MM, 978, 479, 5
MM, 979, 479, 20
MM, 980, 479, 10
MM, 980, 479, 30
MM, 981, 479, 10
MM, 982, 479, 15
MM, 982, 479, 25
MM, 983, 479, 20
MM, 984, 479, 10
MM, 985, 479, 10
MM, 985, 479, 10
MM, 986, 479, 10
MM, 988, 479, 10
MM, 988, 479, 10
MM, 989, 479, 10
MM, 990, 479, 0
MM, 991, 479, 10
MM, 992, 479, 10
MM, 993, 479, 0
MM, 994, 479, 10
MM, 995, 479, 10
MM, 996, 479, 10
MM, 996, 479, 0
MM, 998, 479, 11
MM, 998, 479, 9
MM, 999, 479, 5
MM, 1000, 479, 5
MM, 1001, 479, 10
MM, 1002, 479, 0
MM, 1003, 479, 10
MM, 1004, 479, 10
MM, 1005, 479, 10
MM, 1006, 479, 5
MM, 1007, 479, 5
MM, 1009, 479, 10
MM, 1010, 479, 0
MM, 1012, 479, 10
MM, 1013, 479, 10
MM, 1013, 479, 10
MM, 1015, 479, 5
MM, 1016, 479, 5
MM, 1016, 479, 10
MM, 1017, 479, 0
MM, 1019, 479, 10
MM, 1019, 479, 10
MM, 1020, 479, 6
MM, 1021, 479, 10
MM, 1021, 479, 14
MM, 1022, 479, 0
MM, 1023, 479, 20
MM, 1024, 479, 10
MM, 1024, 479, 15
MM, 1025, 479, 25
MM, 1026, 479, 10
MM, 1027, 479, 441
MM, 1030, 478, 9
MM, 1033, 478, 10
MM, 1036, 477, 0
MM, 1038, 476, 15
MM, 1040, 476, 5
MM, 1043, 475, 10
MM, 1045, 474, 5
MM, 1048, 473, 10
MM, 1051, 472, 5
MM, 1054, 471, 0
MM, 1056, 471, 10
MM, 1059, 470, 10
MM, 1062, 469, 10
MM, 1066, 468, 0
MM, 1067, 467, 10
MM, 1071, 467, 10
MM, 1074, 467, 0
MM, 1077, 466, 10
MM, 1079, 466, 10
MM, 1082, 466, 0
MM, 1085, 466, 10
MM, 1087, 466, 10
MM, 1090, 466, 10
MM, 1093, 466, 0
MM, 1095, 466, 10
MM, 1097, 466, 10
MM, 1100, 466, 0
MM, 1101, 466, 10
MM, 1104, 466, 10
MM, 1105, 466, 10
MM, 1108, 466, 0
MM, 1110, 466, 12
MM, 1112, 466, 8
MM, 1115, 466, 0
MM, 1119, 466, 10
MM, 1121, 466, 10
MM, 1123, 466, 0
MM, 1126, 467, 15
MM, 1128, 467, 5
MM, 1130, 468, 10
MM, 1132, 468, 0
MM, 1135, 468, 10
MM, 1136, 468, 10
MM, 1138, 468, 0
MM, 1138, 468, 10
MM, 1139, 468, 12
MM, 1140, 468, 5
MM, 1141, 468, 3
MM, 1142, 468, 10
MM, 1143, 468, 10
MM, 1144, 468, 0
MM, 1144, 468, 10
MM, 1146, 468, 10
MM, 1146, 468, 0
MM, 1147, 468, 10
MM, 1148, 468, 10
MM, 1149, 468, 10
MM, 1149, 468, 0
MM, 1150, 468, 10
MM, 1151, 469, 15
MM, 1151, 469, 5
MM, 1152, 470, 10
MM, 1153, 470, 9
MM, 1154, 470, 1
MM, 1154, 470, 10
MM, 1154, 470, 10
MM, 1155, 470, 0
MM, 1156, 470, 10
MM, 1156, 470, 12
MM, 1157, 470, 28
MM, 1158, 471, 10
MM, 1159, 471, 20
MM, 1159, 471, 15
MM, 1160, 471, 5
MM, 1161, 471, 20
MM, 1161, 471, 0
MM, 1162, 471, 10
MM, 1163, 471, 10
MM, 1164, 472, 10
MM, 1164, 472, 10
MM, 1165, 472, 10
MM, 1166, 472, 0
MM, 1166, 473, 20
MM, 1167, 473, 5
MM, 1168, 473, 5
MM, 1169, 473, 10
MM, 1169, 473, 10
MM, 1170, 473, 20
MM, 1171, 474, 0
MM, 1171, 474, 10
MM, 1172, 474, 10
MM, 1173, 475, 10
MM, 1174, 475, 10
MM, 1174, 475, 30
MM, 1175, 475, 10
MM, 1176, 475, 10
MM, 1176, 475, 20
MM, 1177, 475, 20
MM, 1178, 475, 15
MM, 1178, 475, 20
MM, 1179, 475, 15
MM, 1180, 475, 15
MM, 1181, 475, 5
MM, 1181, 475, 10
MM, 1182, 475, 10
MM, 1183, 475, 11
MM, 1183, 475, 9
MM, 1184, 475, 0
MM, 1185, 475, 10
MM, 1186, 475, 10
MM, 1187, 475, 10
MM, 1188, 475, 10
MM, 1189, 475, 10
MM, 1189, 475, 10
MM, 1190, 475, 10
MM, 1191, 475, 0
MM, 1191, 475, 10
MM, 1192, 475, 20
MM, 1193, 475, 20
MM, 1194, 475, 10
MM, 1180, 486, 19975
MM, 1167, 497, 5
MM, 1159, 505, 10
MM, 1153, 510, 5
MM, 1149, 512, 5
MM, 1147, 512, 10
MM, 1146, 512, 0
MM, 1145, 512, 10
MM, 1144, 511, 10
MM, 1144, 510, 10
MM, 1143, 509, 0
MM, 1143, 508, 10
MM, 1143, 504, 10
MM, 1156, 483, 0
MM, 1192, 435, 10
MM, 1243, 376, 10
MM, 1294, 317, 10
MM, 1353, 266, 0
MM, 1463, 181, 20
MM, 1517, 139, 0
MM, 1566, 97, 10
MM, 1612, 56, 10
MM, 1648, 20, 0
MM, 1694, -27, 20
MM, 1704, -20, 10
MM, 1711, -15, 0
MM, 1717, -14, 10
MM, 1718, -10, 10
MM, 1718, -5, 0
MM, 1718, -3, 10
MM, 1717, -2, 10
MM, 1716, 0, 0
MM, 1715, -1, 10
MM, 1714, -1, 10
MM, 1713, 0, 10
MM, 1711, 0, 0
MM, 1710, 0, 10
MM, 1708, 0, 10
MM, 1727, -10, 170
MM, 1751, -14, 0
MM, 1763, -9, 10
MM, 1772, -8, 11
MM, 1778, -4, 4
MM, 1780, -4, 5
MM, 1782, -2, 10
MM, 1783, -2, 0
MM, 1783, -2, 10
MM, 1783, 0, 10
MM, 1783, -1, 10
MM, 1783, 0, 20
MM, 1783, -1, 80
MM, 1782, 0, 130
MP, 1, 130
MR, 1, 211
MC, 1, 0
MM, 1745, 12, 390
MM, 1683, 34, 10
MM, 1615, 59, 0
MM, 1546, 87, 9
MM, 1471, 113, 10
MM, 1396, 144, 11
MM, 1331, 169, 0
MM, 1275, 194, 10
MM, 1216, 218, 10
MM, 1150, 249, 0
MM, 1089, 271, 9
MM, 1036, 294, 10
MM, 988, 315, 10
MM, 945, 336, 0
MM, 906, 353, 10
MM, 877, 369, 11
MM, 854, 381, 0
MM, 840, 388, 9
MM, 826, 395, 10
MM, 819, 397, 0
MM, 818, 397, 10
MM, 818, 397, 30
MM, 818, 397, 10
MM, 819, 397, 10
MM, 819, 396, 20
MM, 819, 396, 70
MM, 820, 396, 5
MM, 821, 396, 5
MM, 824, 397, 10
MM, 828, 399, 0
MM, 833, 403, 10
MM, 836, 408, 10
MM, 841, 412, 10
MM, 844, 415, 0
MM, 846, 419, 10
MM, 848, 423, 10
MM, 850, 426, 2
MM, 850, 428, 13
MM, 850, 429, 5
MM, 851, 432, 10
MM, 851, 433, 0
MM, 852, 434, 10
MM, 853, 434, 10
MM, 853, 435, 0
MM, 854, 437, 10
MM, 856, 438, 10
MM, 860, 442, 0
MM, 866, 444, 10
MM, 872, 447, 10
MM, 879, 450, 10
MM, 885, 452, 3
MM, 889, 454, 7
MM, 892, 455, 10
MM, 893, 456, 5
MM, 895, 456, 5
MM, 897, 457, 10
MM, 897, 457, 10
MM, 898, 457, 11
MM, 899, 457, 9
MM, 899, 457, 0
MM, 900, 457, 10
MM, 901, 457, 11
MM, 889, 457, 133299
MM, 874, 457, 10
MM, 861, 457, 5
MM, 848, 457, 5
MM, 838, 457, 10
MM, 831, 457, 0
MM, 827, 455, 10
MM, 825, 453, 11
MM, 822, 451, 0
MM, 822, 451, 9
MM, 821, 450, 10
MM, 821, 449, 0
MM, 821, 449, 10
MM, 821, 448, 10
MM, 821, 447, 10
MM, 821, 446, 0
MM, 821, 446, 10
MM, 824, 442, 10
MM, 833, 436, 0
MM, 847, 427, 10
MM, 866, 415, 10
MM, 885, 405, 0
MM, 900, 398, 10
MM, 913, 391, 10
MM, 922, 389, 10
MM, 932, 386, 0
MM, 941, 383, 11
MM, 949, 383, 9
MM, 956, 383, 10
MM, 963, 383, 0
MM, 968, 385, 10
MM, 976, 388, 10
MM, 980, 390, 5
MM, 984, 395, 5
MM, 986, 398, 10
MM, 989, 402, 0
MM, 990, 406, 10
MM, 990, 410, 10
MM, 991, 415, 10
MM, 991, 417, 0
MM, 991, 421, 10
MM, 991, 424, 10
MM, 991, 425, 0
MM, 992, 427, 10
MM, 993, 429, 10
MM, 995, 431, 0
MM, 998, 432, 10
MM, 1002, 434, 10
MM, 1010, 437, 10
MM, 1019, 439, 0
MM, 1033, 444, 10
MM, 1044, 444, 10
MM, 1056, 445, 0
MM, 1066, 446, 10
MM, 1072, 448, 10
MM, 1075, 449, 10
MM, 1077, 449, 0
MM, 1078, 450, 10
MM, 1078, 451, 10
MM, 1078, 451, 20
MM, 1078, 451, 0
MM, 1078, 452, 10
MM, 1077, 454, 10
MM, 1073, 457, 10
MM, 1064, 462, 5
MM, 1057, 462, 16145
MM, 1050, 461, 10
MM, 1043, 460, 0
MM, 1038, 460, 10
MM, 1034, 460, 12
MM, 1030, 459, 8
MM, 1025, 459, 5
MM, 1021, 459, 5
MM, 1017, 459, 10
MM, 1015, 459, 0
MM, 1011, 459, 10
MM, 1008, 459, 10
MM, 1004, 459, 0
MM, 1000, 460, 15
MM, 998, 460, 5
MM, 994, 460, 10
MM, 992, 461, 0
MM, 991, 461, 10
MM, 989, 461, 10
MM, 988, 461, 0
MM, 988, 461, 10
MM, 987, 461, 10
MM, 986, 461, 10
MM, 986, 461, 20
MM, 985, 461, 10
MM, 984, 461, 12
MM, 981, 461, 3
MM, 976, 461, 5
MM, 970, 459, 10
MM, 964, 457, 10
MM, 962, 456, 0
MM, 960, 455, 10
MM, 958, 454, 10
MM, 958, 454, 0
MM, 957, 453, 20
MM, 956, 453, 110
MM, 955, 453, 40
MM, 955, 453, 0
MM, 955, 452, 30
MM, 955, 451, 20
MM, 955, 451, 40
MM, 955, 450, 10960
MM, 955, 449, 0
MM, 955, 448, 10
MM, 955, 448, 20
MM, 955, 447, 12
MM, 955, 446, 8
MM, 955, 446, 20
MM, 955, 445, 20
MM, 955, 444, 20
MM, 955, 443, 10
MM, 955, 443, 10
MM, 954, 443, 12
MM, 952, 443, 8
MM, 951, 442, 0
MM, 950, 442, 10
MM, 950, 441, 10
MM, 949, 441, 0
MM, 948, 441, 10
MM, 947, 441, 10
MM, 947, 441, 10
MM, 946, 441, 10
MM, 945, 441, 10
MM, 945, 441, 0
MM, 944, 441, 10
MM, 943, 442, 12
MM, 942, 442, 8
MM, 942, 442, 10
MM, 941, 442, 0
MM, 940, 442, 10
MM, 940, 443, 10
MM, 939, 444, 10
MM, 938, 444, 10
MM, 938, 445, 10
MM, 937, 445, 15
MM, 937, 445, 5
MM, 937, 445, 0
MM, 936, 446, 20
MM, 936, 447, 15
MM, 935, 447, 5
MM, 935, 447, 10
MM, 935, 448, 0
MM, 934, 449, 15
MM, 934, 450, 5
MM, 933, 450, 10
MM, 933, 451, 10
MM, 932, 451, 11
MM, 932, 452, 5
MM, 932, 452, 14
MM, 932, 453, 10
MM, 932, 454, 21
MM, 931, 454, 9
MM, 931, 454, 10
MM, 931, 455, 10
MM, 931, 456, 25
MM, 931, 457, 15
MM, 931, 457, 20
MM, 931, 458, 10
MM, 930, 458, 60
MM, 930, 459, 10
MM, 930, 459, 10
MM, 929, 459, 10
MM, 928, 460, 0
MM, 927, 461, 10
MM, 927, 461, 10
MM, 924, 462, 0
MM, 923, 463, 10
MM, 919, 465, 10
MM, 917, 468, 5
MM, 914, 470, 5
MM, 911, 473, 10
MM, 908, 477, 10
MM, 906, 481, 3
MM, 903, 484, 7
MM, 900, 492, 10
MM, 898, 497, 0
MM, 896, 506, 10
MM, 892, 515, 10
MM, 892, 523, 10
MM, 892, 533, 0
MM, 892, 540, 10
MM, 892, 549, 10
MM, 893, 554, 0
MM, 893, 559, 10
MM, 894, 565, 10
MM, 894, 566, 10
MM, 894, 568, 3
MM, 894, 570, 7
MM, 894, 570, 20
MM, 894, 571, 10
MM, 894, 572, 30
MM, 894, 572, 20
MM, 894, 573, 13
MM, 894, 574, 17
MM, 895, 575, 20
MM, 896, 575, 10
MM, 896, 575, 10
MM, 896, 576, 10
MM, 897, 577, 20
MM, 898, 577, 0
MM, 898, 577, 13
MM, 900, 579, 7
MM, 906, 582, 0
MM, 913, 586, 10
MM, 919, 588, 10
MM, 923, 591, 0
MM, 925, 592, 10
MM, 926, 592, 10
MM, 927, 593, 10
MM, 928, 593, 20
MM, 928, 593, 10
MM, 928, 594, 50
MM, 928, 594, 103550
MM, 928, 593, 0
MM, 927, 593, 10
MM, 927, 592, 10
MM, 927, 591, 10
MM, 927, 590, 7
MM, 927, 587, 2
MM, 929, 584, 11
MM, 930, 579, 0
MM, 938, 573, 9
MM, 947, 565, 11
MM, 958, 557, 10
MM, 970, 548, 0
MM, 984, 541, 10
MM, 995, 536, 10
MM, 1002, 534, 0
MM, 1007, 531, 10
MM, 1009, 531, 10
MM, 1011, 531, 0
MM, 1012, 531, 9
MM, 1012, 531, 11
MM, 1012, 531, 20
MM, 1011, 532, 10
MM, 1006, 535, 9
MM, 998, 539, 11
MM, 991, 541, 0
MM, 980, 545, 11
MM, 973, 547, 9
MM, 966, 549, 10
MM, 957, 552, 0
MM, 950, 555, 9
MM, 939, 560, 11
MM, 931, 564, 0
MM, 918, 571, 10
MM, 902, 583, 10
MM, 912, 573, 111310
MM, 921, 564, 9
MM, 929, 557, 11
MM, 933, 554, 4
MM, 936, 552, 10
MM, 938, 551, 5
MM, 938, 551, 10
MM, 939, 551, 21
MM, 939, 551, 0
MM, 939, 552, 9
MM, 939, 555, 11
MM, 937, 561, 0
MM, 930, 574, 9
MM, 917, 596, 11
MM, 896, 629, 9
MM, 878, 656, 0
MM, 864, 675, 10
MM, 844, 694, 10
MM, 829, 706, 0
MM, 812, 718, 11
MM, 798, 727, 9
MM, 786, 732, 11
MM, 774, 736, 0
MM, 763, 740, 9
MM, 756, 740, 10
MM, 748, 741, 0
MM, 741, 741, 14
MM, 735, 740, 7
MM, 730, 739, 0
MM, 726, 738, 9
MM, 724, 737, 11
MM, 724, 737, 9
MM, 723, 736, 0
MM, 723, 735, 10
MM, 722, 734, 10
MM, 722, 734, 0
MM, 722, 733, 11
MM, 722, 732, 10
MM, 722, 732, 9
MM, 722, 731, 0
MM, 722, 730, 10
MM, 722, 729, 10
MM, 722, 729, 21
MM, 721, 725, 1629
MM, 719, 721, 12
MM, 715, 717, 8
MM, 710, 711, 0
MM, 704, 704, 11
MM, 698, 701, 9
MM, 692, 697, 0
MM, 689, 696, 10
MM, 686, 694, 10
MM, 684, 691, 8
MM, 683, 690, 9
MM, 681, 690, 3
MM, 679, 689, 10
MM, 679, 689, 0
MM, 678, 689, 10
MM, 677, 689, 11
MM, 677, 689, 19
MM, 677, 689, 40
MM, 677, 689, 11
MM, 677, 690, 9
MM, 678, 690, 21
MM, 678, 690, 2
MM, 678, 691, 7
MM, 678, 692, 11
MM, 678, 692, 0
MM, 679, 692, 9
MM, 679, 693, 12
MM, 680, 693, 8
MM, 681, 693, 0
MM, 683, 693, 10
MM, 696, 692, 10
MM, 729, 675, 0
MM, 789, 643, 10
MM, 845, 616, 10
MM, 894, 593, 0
MM, 939, 577, 13
MM, 977, 564, 8
MM, 1011, 554, 9
MM, 1039, 545, 0
MM, 1054, 538, 14
MM, 1063, 533, 6
MM, 1064, 532, 0
MM, 1064, 531, 10
MM, 1064, 531, 11
MM, 1061, 530, 0
MM, 1051, 529, 9
MM, 1039, 527, 11
MM, 1011, 526, 9
MM, 977, 526, 0
MM, 935, 527, 13
MM, 893, 531, 8
MM, 854, 535, 0
MM, 822, 539, 9
MM, 794, 541, 10
MM, 775, 544, 10
MM, 760, 546, 0
MM, 747, 546, 11
MM, 738, 546, 9
MM, 734, 546, 5
MM, 733, 546, 5
MM, 731, 545, 10
MM, 731, 545, 0
MM, 731, 544, 10
MM, 731, 541, 13
MM, 733, 537, 7
MM, 738, 526, 0
MM, 748, 515, 10
MM, 765, 499, 11
MM, 788, 477, 0
MM, 803, 463, 9
MM, 818, 451, 11
MM, 829, 444, 0
MM, 836, 439, 9
MM, 842, 437, 11
MM, 848, 435, 9
MM, 852, 431, 0
MM, 861, 429, 10
MM, 870, 425, 11
MM, 880, 420, 2
MM, 893, 414, 7
MM, 906, 410, 11
MM, 920, 406, 9
MM, 930, 404, 5
MM, 934, 403, 6
MM, 937, 403, 9
MM, 937, 403, 11
MM, 936, 403, 10
MM, 930, 407, 0
MM, 916, 412, 9
MM, 896, 420, 11
MM, 870, 431, 10
MM, 851, 440, 3
MM, 839, 446, 6
MM, 832, 448, 10
MM, 826, 450, 0
MM, 825, 450, 10
MM, 824, 451, 11
MM, 824, 451, 50
MM, 824, 451, 20
MM, 824, 450, 29
MM, 824, 449, 10
MM, 824, 449, 11
MM, 828, 448, 0
MM, 837, 444, 9
MM, 854, 442, 11
MM, 880, 437, 10
MM, 897, 437, 0
MM, 907, 437, 13
MM, 910, 438, 7
MM, 911, 438, 0
MM, 911, 439, 9
MM, 912, 439, 20
MM, 912, 439, 90
MM, 912, 439, 20
MM, 912, 439, 61
MM, 912, 438, 10
MM, 912, 437, 15
MM, 914, 437, 4
MM, 918, 435, 11
MM, 920, 433, 0
MM, 924, 430, 9
MM, 927, 428, 11
MM, 930, 426, 0
MM, 932, 425, 9
MM, 934, 425, 11
MM, 935, 425, 9
MM, 935, 424, 4
MM, 936, 424, 6
MM, 936, 424, 10
MM, 937, 424, 6
MM, 937, 424, 95
MM, 936, 424, 19
MM, 935, 423, 41
MM, 935, 423, 20
MM, 935, 422, 9
MM, 934, 422, 0
MM, 934, 422, 10
MM, 933, 422, 11
MM, 933, 421, 20
MM, 933, 420, 20
MM, 933, 420, 10
MM, 932, 420, 20
MM, 931, 420, 30
MM, 930, 420, 34
MM, 930, 419, 1236
MM, 931, 419, 10
MM, 932, 419, 0
MM, 932, 419, 20
MM, 933, 419, 10
MM, 933, 419, 120
MM, 933, 419, 20
MM, 932, 419, 10
MM, 931, 420, 19
MM, 930, 421, 0
MM, 929, 422, 20
MM, 926, 423, 0
MM, 923, 425, 10
MM, 919, 427, 11
MM, 918, 428, 5
MM, 916, 429, 4
MM, 913, 430, 11
MM, 912, 430, 9
MM, 912, 430, 0
MM, 911, 430, 10
MM, 910, 430, 21
MM, 910, 430, 9
MM, 909, 430, 21
MM, 908, 430, 9
MM, 907, 430, 10
MM, 906, 430, 11
MM, 905, 430, 0
MM, 905, 431, 9
MM, 904, 431, 11
MM, 903, 431, 9
MM, 902, 431, 20
MM, 902, 431, 11
MM, 901, 431, 10
MM, 901, 431, 230
MM, 901, 431, 10
MP, 1, 379
MR, 1, 131
MC, 1, 0
MP, 1, 0
MR, 1, 219
MC, 2, 0
MM, 904, 431, 250
MM, 908, 431, 0
MM, 910, 431, 10
MM, 912, 431, 10
MM, 914, 431, 0
MM, 915, 431, 10
MM, 916, 431, 11
MM, 917, 431, 9
MM, 917, 431, 20
MM, 918, 431, 11
MM, 919, 431, 9
MM, 920, 431, 0
MM, 920, 432, 10
MM, 921, 432, 11
MM, 923, 433, 9
MM, 923, 433, 11
MM, 924, 433, 10
MM, 925, 433, 0
MM, 925, 433, 20
MM, 926, 433, 9
MM, 927, 433, 20
MM, 927, 433, 10
MM, 928, 433, 10
MM, 929, 433, 0
MM, 930, 433, 10
MM, 930, 434, 10
MM, 931, 434, 21
MM, 932, 434, 9
MM, 932, 434, 21
MM, 933, 434, 20
MM, 934, 434, 10
MM, 935, 434, 19
MM, 935, 434, 11
MM, 936, 434, 10
MM, 937, 434, 0
MM, 938, 434, 9
MM, 939, 434, 11
MM, 940, 434, 9
MM, 940, 434, 0
MM, 941, 434, 11
MM, 942, 434, 10
MM, 943, 434, 19
MM, 943, 434, 11
MM, 944, 434, 19
MM, 945, 434, 11
MM, 945, 434, 10
MM, 946, 434, 0
MM, 947, 434, 9
MM, 947, 434, 11
MM, 948, 434, 9
MM, 949, 434, 0
MM, 950, 434, 10
MM, 950, 434, 10
MM, 951, 434, 11
MM, 952, 434, 10
MM, 952, 434, 30
MM, 953, 434, 39
MM, 954, 434, 20
MM, 955, 434, 1600
MM, 955, 434, 481
MM, 953, 434, 10
MM, 953, 435, 10
MM, 952, 435, 0
MM, 950, 435, 9
MM, 949, 435, 12
MM, 947, 435, 8
MM, 946, 435, 0
MM, 943, 435, 10
MM, 942, 435, 10
MM, 942, 435, 0
MM, 940, 435, 10
MM, 939, 435, 11
MM, 939, 435, 10
MM, 938, 435, 10
MM, 937, 435, 9
MM, 936, 435, 20
MM, 936, 435, 11
MM, 935, 435, 10
MM, 934, 435, 9
MM, 934, 435, 5
MM, 933, 435, 6
MM, 932, 435, 9
MM, 932, 435, 11
MM, 931, 435, 10
MM, 930, 435, 15
MM, 929, 435, 14
MM, 929, 435, 11
MM, 928, 435, 10
MM, 928, 435, 390
MM, 928, 435, 24
MM, 929, 435, 15
MM, 930, 435, 21
